match_date,tour,tournament,player_1,player_2,odds_p1,odds_p2
2024-08-06,WTA,Tourney_3,WTA_Player_2,WTA_Player_8,1.966,2.319
2024-08-09,ATP,Tourney_5,ATP_Player_11,ATP_Player_7,2.081,2.177
2024-08-12,ATP,Tourney_3,ATP_Player_13,ATP_Player_2,2.612,1.795
2024-08-15,ATP,Tourney_1,ATP_Player_5,ATP_Player_2,1.888,2.437
2024-08-18,ATP,Tourney_5,ATP_Player_12,ATP_Player_20,1.966,2.319
2024-08-21,WTA,Tourney_3,WTA_Player_13,WTA_Player_16,2.112,2.144
2024-08-24,WTA,Tourney_5,WTA_Player_3,WTA_Player_13,1.436,4.104
2024-08-27,WTA,Tourney_1,WTA_Player_13,WTA_Player_2,1.913,2.396
2024-08-30,WTA,Tourney_3,WTA_Player_9,WTA_Player_19,3.002,1.648
2024-09-02,WTA,Tourney_6,WTA_Player_6,WTA_Player_5,2.066,2.193
2024-09-05,WTA,Tourney_8,WTA_Player_14,WTA_Player_9,1.622,3.091
2024-09-08,WTA,Tourney_1,WTA_Player_17,WTA_Player_10,2.112,2.144
2024-09-11,WTA,Tourney_3,WTA_Player_5,WTA_Player_14,1.864,2.478
2024-09-14,ATP,Tourney_7,ATP_Player_16,ATP_Player_19,1.379,4.649
2024-09-17,ATP,Tourney_3,ATP_Player_19,ATP_Player_18,3.122,1.614
2024-09-20,ATP,Tourney_4,ATP_Player_16,ATP_Player_8,1.366,4.814
2024-09-23,WTA,Tourney_4,WTA_Player_20,WTA_Player_17,1.284,6.203
2024-09-26,ATP,Tourney_3,ATP_Player_8,ATP_Player_6,3.091,1.622
2024-09-29,WTA,Tourney_1,WTA_Player_14,WTA_Player_13,2.809,1.712
2024-10-02,WTA,Tourney_6,WTA_Player_16,WTA_Player_18,2.522,1.84
2024-10-05,ATP,Tourney_1,ATP_Player_7,ATP_Player_16,2.051,2.211
2024-10-08,WTA,Tourney_5,WTA_Player_3,WTA_Player_16,3.002,1.648
2024-10-11,ATP,Tourney_2,ATP_Player_17,ATP_Player_5,1.752,2.707
2024-10-14,ATP,Tourney_7,ATP_Player_1,ATP_Player_3,2.281,1.993
2024-10-17,WTA,Tourney_8,WTA_Player_8,WTA_Player_5,5.487,1.32
2024-10-20,ATP,Tourney_2,ATP_Player_6,ATP_Player_5,5.292,1.331
2024-10-23,WTA,Tourney_8,WTA_Player_2,WTA_Player_5,3.002,1.648
2024-10-26,WTA,Tourney_3,WTA_Player_6,WTA_Player_5,1.582,3.249
2024-10-29,ATP,Tourney_8,ATP_Player_8,ATP_Player_14,2.245,2.022
2024-11-01,WTA,Tourney_3,WTA_Player_3,WTA_Player_16,1.361,4.871
2024-11-04,ATP,Tourney_1,ATP_Player_5,ATP_Player_4,1.336,5.229
2024-11-07,WTA,Tourney_4,WTA_Player_15,WTA_Player_12,1.773,2.659
2024-11-10,WTA,Tourney_1,WTA_Player_14,WTA_Player_10,3.122,1.614
2024-11-13,ATP,Tourney_2,ATP_Player_18,ATP_Player_15,3.603,1.51
2024-11-16,WTA,Tourney_3,WTA_Player_20,WTA_Player_3,1.784,2.635
2024-11-19,ATP,Tourney_8,ATP_Player_6,ATP_Player_20,1.979,2.3
2024-11-22,ATP,Tourney_3,ATP_Player_18,ATP_Player_1,2.281,1.993
2024-11-25,WTA,Tourney_7,WTA_Player_3,WTA_Player_10,1.852,2.5
2024-11-28,ATP,Tourney_3,ATP_Player_19,ATP_Player_10,3.76,1.484
2024-12-01,WTA,Tourney_4,WTA_Player_7,WTA_Player_6,1.648,3.002
2024-12-04,WTA,Tourney_1,WTA_Player_13,WTA_Player_12,2.457,1.876
2024-12-07,WTA,Tourney_7,WTA_Player_5,WTA_Player_19,2.544,1.829
2024-12-10,ATP,Tourney_8,ATP_Player_8,ATP_Player_11,2.917,1.675
2024-12-13,WTA,Tourney_4,WTA_Player_14,WTA_Player_3,2.945,1.665
2024-12-16,WTA,Tourney_2,WTA_Player_3,WTA_Player_11,1.876,2.457
2024-12-19,ATP,Tourney_6,ATP_Player_16,ATP_Player_7,1.294,5.977
2024-12-22,WTA,Tourney_8,WTA_Player_20,WTA_Player_19,2.862,1.693
2024-12-25,WTA,Tourney_2,WTA_Player_9,WTA_Player_5,2.683,1.763
2024-12-28,ATP,Tourney_3,ATP_Player_19,ATP_Player_12,1.404,4.39
2024-12-31,ATP,Tourney_5,ATP_Player_8,ATP_Player_17,1.722,2.783
2025-01-03,ATP,Tourney_4,ATP_Player_10,ATP_Player_1,1.409,4.341
2025-01-06,WTA,Tourney_5,WTA_Player_3,WTA_Player_9,4.341,1.409
2025-01-09,ATP,Tourney_2,ATP_Player_4,ATP_Player_10,2.177,2.081
2025-01-12,ATP,Tourney_3,ATP_Player_7,ATP_Player_12,4.928,1.357
2025-01-15,WTA,Tourney_6,WTA_Player_19,WTA_Player_6,4.059,1.442
2025-01-18,WTA,Tourney_1,WTA_Player_8,WTA_Player_19,1.752,2.707
2025-01-21,ATP,Tourney_5,ATP_Player_14,ATP_Player_2,4.928,1.357
2025-01-24,ATP,Tourney_4,ATP_Player_8,ATP_Player_16,2.245,2.022
2025-01-27,WTA,Tourney_1,WTA_Player_7,WTA_Player_11,2.396,1.913
2025-01-30,ATP,Tourney_5,ATP_Player_1,ATP_Player_11,1.477,3.801
2025-02-02,WTA,Tourney_4,WTA_Player_6,WTA_Player_3,1.876,2.457
2025-02-05,WTA,Tourney_1,WTA_Player_17,WTA_Player_14,4.987,1.352
2025-02-08,WTA,Tourney_5,WTA_Player_4,WTA_Player_9,1.453,3.97
2025-02-11,ATP,Tourney_1,ATP_Player_20,ATP_Player_17,2.319,1.966
2025-02-14,WTA,Tourney_2,WTA_Player_2,WTA_Player_6,1.675,2.917
2025-02-17,WTA,Tourney_7,WTA_Player_1,WTA_Player_19,4.491,1.394
2025-02-20,ATP,Tourney_1,ATP_Player_10,ATP_Player_2,2.917,1.675
2025-02-23,WTA,Tourney_4,WTA_Player_9,WTA_Player_13,1.32,5.487
2025-02-26,ATP,Tourney_8,ATP_Player_2,ATP_Player_10,1.453,3.97
2025-03-01,ATP,Tourney_5,ATP_Player_5,ATP_Player_14,2.457,1.876
2025-03-04,ATP,Tourney_6,ATP_Player_12,ATP_Player_4,2.193,2.066
2025-03-07,ATP,Tourney_7,ATP_Player_6,ATP_Player_7,1.516,3.565
2025-03-10,WTA,Tourney_6,WTA_Player_20,WTA_Player_12,5.229,1.336
2025-03-13,WTA,Tourney_8,WTA_Player_11,WTA_Player_20,1.763,2.683
2025-03-16,WTA,Tourney_3,WTA_Player_16,WTA_Player_7,1.63,3.061
2025-03-19,ATP,Tourney_3,ATP_Player_17,ATP_Player_12,1.913,2.396
2025-03-22,ATP,Tourney_5,ATP_Player_9,ATP_Player_4,2.245,2.022
2025-03-25,WTA,Tourney_8,WTA_Player_5,WTA_Player_20,1.622,3.091
2025-03-28,ATP,Tourney_6,ATP_Player_17,ATP_Player_16,1.278,6.359
2025-03-31,ATP,Tourney_2,ATP_Player_1,ATP_Player_18,2.917,1.675
2025-04-03,WTA,Tourney_3,WTA_Player_16,WTA_Player_20,1.614,3.122
2025-04-06,ATP,Tourney_1,ATP_Player_17,ATP_Player_8,1.53,3.491
2025-04-09,WTA,Tourney_6,WTA_Player_2,WTA_Player_18,2.081,2.177
2025-04-12,ATP,Tourney_6,ATP_Player_6,ATP_Player_8,1.993,2.281
2025-04-15,WTA,Tourney_4,WTA_Player_16,WTA_Player_3,1.589,3.217
2025-04-18,ATP,Tourney_3,ATP_Player_5,ATP_Player_6,2.211,2.051
2025-04-21,ATP,Tourney_5,ATP_Player_9,ATP_Player_2,3.455,1.537
2025-04-24,WTA,Tourney_1,WTA_Player_19,WTA_Player_12,1.324,5.421
2025-04-27,WTA,Tourney_1,WTA_Player_11,WTA_Player_7,3.35,1.559
2025-04-30,WTA,Tourney_3,WTA_Player_3,WTA_Player_17,2.635,1.784
2025-05-03,WTA,Tourney_4,WTA_Player_3,WTA_Player_10,2.862,1.693
2025-05-06,ATP,Tourney_2,ATP_Player_19,ATP_Player_17,2.437,1.888
2025-05-09,WTA,Tourney_5,WTA_Player_3,WTA_Player_8,1.773,2.659
2025-05-12,WTA,Tourney_4,WTA_Player_9,WTA_Player_5,5.904,1.298
2025-05-15,ATP,Tourney_8,ATP_Player_13,ATP_Player_10,2.177,2.081
2025-05-18,ATP,Tourney_1,ATP_Player_9,ATP_Player_6,2.478,1.864
2025-05-21,ATP,Tourney_5,ATP_Player_4,ATP_Player_1,2.757,1.732
2025-05-24,ATP,Tourney_8,ATP_Player_14,ATP_Player_3,5.292,1.331
2025-05-27,ATP,Tourney_1,ATP_Player_3,ATP_Player_19,1.876,2.457
2025-05-30,WTA,Tourney_2,WTA_Player_7,WTA_Player_19,1.773,2.659
2025-06-02,ATP,Tourney_6,ATP_Player_19,ATP_Player_18,1.431,4.15
2025-06-05,ATP,Tourney_2,ATP_Player_13,ATP_Player_17,1.49,3.72
2025-06-08,ATP,Tourney_7,ATP_Player_2,ATP_Player_12,2.862,1.693
2025-06-11,ATP,Tourney_3,ATP_Player_12,ATP_Player_19,1.952,2.337
2025-06-14,WTA,Tourney_5,WTA_Player_13,WTA_Player_6,1.966,2.319
2025-06-17,WTA,Tourney_1,WTA_Player_8,WTA_Player_20,2.112,2.144
2025-06-20,ATP,Tourney_1,ATP_Player_3,ATP_Player_20,1.993,2.281
2025-06-23,ATP,Tourney_6,ATP_Player_7,ATP_Player_10,1.993,2.281
2025-06-26,WTA,Tourney_1,WTA_Player_11,WTA_Player_3,2.3,1.979
2025-06-29,ATP,Tourney_7,ATP_Player_10,ATP_Player_4,1.979,2.3
2025-07-02,ATP,Tourney_8,ATP_Player_10,ATP_Player_20,3.68,1.496
2025-07-05,WTA,Tourney_1,WTA_Player_4,WTA_Player_10,1.784,2.635
2025-07-08,ATP,Tourney_1,ATP_Player_14,ATP_Player_19,3.641,1.503
2025-07-11,ATP,Tourney_7,ATP_Player_1,ATP_Player_20,1.453,3.97
2025-07-14,WTA,Tourney_1,WTA_Player_8,WTA_Player_2,2.007,2.263
2025-07-17,WTA,Tourney_2,WTA_Player_12,WTA_Player_5,3.061,1.63
2025-07-20,ATP,Tourney_7,ATP_Player_3,ATP_Player_15,3.884,1.465
2025-07-23,ATP,Tourney_4,ATP_Player_19,ATP_Player_14,1.693,2.862
2025-07-26,WTA,Tourney_6,WTA_Player_9,WTA_Player_16,1.503,3.641
2025-07-29,WTA,Tourney_5,WTA_Player_5,WTA_Player_17,3.884,1.465
2025-08-01,WTA,Tourney_6,WTA_Player_3,WTA_Player_19,1.344,5.106
2025-08-04,ATP,Tourney_7,ATP_Player_15,ATP_Player_20,3.316,1.566
2025-08-07,ATP,Tourney_3,ATP_Player_17,ATP_Player_4,1.605,3.153
2025-08-10,WTA,Tourney_1,WTA_Player_15,WTA_Player_17,3.603,1.51
2025-08-13,ATP,Tourney_5,ATP_Player_6,ATP_Player_8,2.917,1.675
2025-08-16,ATP,Tourney_5,ATP_Player_2,ATP_Player_15,1.852,2.5
2025-08-19,WTA,Tourney_2,WTA_Player_5,WTA_Player_20,4.341,1.409
2025-08-22,WTA,Tourney_6,WTA_Player_19,WTA_Player_7,1.732,2.757
2025-08-25,ATP,Tourney_1,ATP_Player_8,ATP_Player_20,2.081,2.177
2025-08-28,ATP,Tourney_1,ATP_Player_7,ATP_Player_4,1.817,2.566
2025-08-31,WTA,Tourney_4,WTA_Player_5,WTA_Player_7,1.375,4.703
2025-09-03,WTA,Tourney_1,WTA_Player_3,WTA_Player_11,2.357,1.939
2025-09-06,ATP,Tourney_7,ATP_Player_10,ATP_Player_5,1.639,3.032
2025-09-09,ATP,Tourney_7,ATP_Player_5,ATP_Player_8,2.096,2.16
2025-09-12,ATP,Tourney_6,ATP_Player_8,ATP_Player_20,5.691,1.308
2025-09-15,WTA,Tourney_7,WTA_Player_16,WTA_Player_9,4.15,1.431
2025-09-18,WTA,Tourney_1,WTA_Player_19,WTA_Player_8,2.544,1.829
2025-09-21,WTA,Tourney_4,WTA_Player_11,WTA_Player_15,2.589,1.806
2025-09-24,ATP,Tourney_2,ATP_Player_7,ATP_Player_8,1.42,4.244
2025-09-27,ATP,Tourney_8,ATP_Player_12,ATP_Player_6,1.742,2.732
2025-09-30,WTA,Tourney_5,WTA_Player_3,WTA_Player_17,1.888,2.437
2025-10-03,ATP,Tourney_6,ATP_Player_8,ATP_Player_5,2.437,1.888
2025-10-06,WTA,Tourney_8,WTA_Player_2,WTA_Player_11,1.63,3.061
2025-10-09,WTA,Tourney_8,WTA_Player_10,WTA_Player_9,2.376,1.926
2025-10-12,ATP,Tourney_5,ATP_Player_8,ATP_Player_19,3.002,1.648
2025-10-15,ATP,Tourney_5,ATP_Player_7,ATP_Player_6,2.416,1.901
2025-10-18,WTA,Tourney_6,WTA_Player_6,WTA_Player_11,3.884,1.465
2025-10-21,ATP,Tourney_4,ATP_Player_17,ATP_Player_8,1.806,2.589
2025-10-24,WTA,Tourney_3,WTA_Player_13,WTA_Player_12,1.712,2.809
2025-10-27,ATP,Tourney_5,ATP_Player_1,ATP_Player_5,2.096,2.16
2025-10-30,ATP,Tourney_4,ATP_Player_10,ATP_Player_7,2.228,2.036
2025-11-02,ATP,Tourney_6,ATP_Player_15,ATP_Player_5,3.42,1.544
2025-11-05,ATP,Tourney_1,ATP_Player_7,ATP_Player_4,3.122,1.614
2025-11-08,ATP,Tourney_1,ATP_Player_18,ATP_Player_13,1.84,2.522
2025-11-11,ATP,Tourney_6,ATP_Player_14,ATP_Player_8,2.5,1.852
2025-11-14,WTA,Tourney_6,WTA_Player_13,WTA_Player_7,2.732,1.742
2025-11-17,ATP,Tourney_1,ATP_Player_20,ATP_Player_9,2.036,2.228
2025-11-20,ATP,Tourney_1,ATP_Player_14,ATP_Player_16,2.3,1.979
2025-11-23,ATP,Tourney_8,ATP_Player_12,ATP_Player_13,2.917,1.675
2025-11-26,WTA,Tourney_2,WTA_Player_14,WTA_Player_2,4.543,1.389
2025-11-29,ATP,Tourney_5,ATP_Player_3,ATP_Player_6,3.565,1.516
2025-12-02,WTA,Tourney_1,WTA_Player_18,WTA_Player_16,4.703,1.375
2025-12-05,ATP,Tourney_4,ATP_Player_13,ATP_Player_8,1.566,3.316
2025-12-08,ATP,Tourney_7,ATP_Player_19,ATP_Player_5,1.49,3.72
2025-12-11,ATP,Tourney_2,ATP_Player_2,ATP_Player_8,3.316,1.566
2025-12-14,WTA,Tourney_5,WTA_Player_20,WTA_Player_12,3.528,1.523
2025-12-17,ATP,Tourney_5,ATP_Player_7,ATP_Player_19,1.763,2.683
2025-12-20,WTA,Tourney_2,WTA_Player_4,WTA_Player_7,3.217,1.589
2025-12-23,WTA,Tourney_6,WTA_Player_18,WTA_Player_15,2.478,1.864
2025-12-26,WTA,Tourney_2,WTA_Player_9,WTA_Player_8,1.693,2.862
2025-12-29,ATP,Tourney_8,ATP_Player_7,ATP_Player_15,1.305,5.761
2026-01-01,WTA,Tourney_5,WTA_Player_1,WTA_Player_15,1.605,3.153
2026-01-04,ATP,Tourney_1,ATP_Player_6,ATP_Player_10,2.022,2.245
2026-01-07,ATP,Tourney_2,ATP_Player_20,ATP_Player_16,2.478,1.864
2026-01-10,ATP,Tourney_4,ATP_Player_3,ATP_Player_16,2.566,1.817
2026-01-13,ATP,Tourney_2,ATP_Player_16,ATP_Player_5,1.268,6.603
2026-01-16,ATP,Tourney_3,ATP_Player_12,ATP_Player_16,2.478,1.864
2026-01-19,ATP,Tourney_4,ATP_Player_17,ATP_Player_12,1.477,3.801
2026-01-22,WTA,Tourney_1,WTA_Player_20,WTA_Player_11,2.228,2.036
2026-01-25,ATP,Tourney_8,ATP_Player_20,ATP_Player_6,1.453,3.97
2026-01-28,ATP,Tourney_3,ATP_Player_13,ATP_Player_12,1.703,2.835
2026-01-31,ATP,Tourney_8,ATP_Player_3,ATP_Player_2,2.478,1.864
2026-02-03,ATP,Tourney_3,ATP_Player_19,ATP_Player_4,2.319,1.966
2026-02-06,ATP,Tourney_6,ATP_Player_3,ATP_Player_11,1.864,2.478
2026-02-09,WTA,Tourney_4,WTA_Player_4,WTA_Player_12,2.522,1.84
2026-02-12,ATP,Tourney_1,ATP_Player_12,ATP_Player_4,1.732,2.757
2026-02-15,WTA,Tourney_4,WTA_Player_6,WTA_Player_10,2.566,1.817
2026-02-18,WTA,Tourney_8,WTA_Player_14,WTA_Player_1,2.544,1.829
2026-02-21,WTA,Tourney_6,WTA_Player_5,WTA_Player_7,2.051,2.211
2026-02-24,WTA,Tourney_2,WTA_Player_11,WTA_Player_1,1.53,3.491
2026-02-27,ATP,Tourney_1,ATP_Player_17,ATP_Player_19,2.319,1.966
2026-03-02,WTA,Tourney_6,WTA_Player_6,WTA_Player_8,2.478,1.864
2026-03-05,ATP,Tourney_2,ATP_Player_19,ATP_Player_3,1.278,6.359
2026-03-08,WTA,Tourney_4,WTA_Player_7,WTA_Player_19,2.5,1.852
2026-03-11,WTA,Tourney_3,WTA_Player_10,WTA_Player_5,3.528,1.523
2026-03-14,ATP,Tourney_8,ATP_Player_11,ATP_Player_17,1.436,4.104
2026-03-17,ATP,Tourney_4,ATP_Player_18,ATP_Player_8,1.431,4.15
2026-03-20,WTA,Tourney_1,WTA_Player_6,WTA_Player_4,1.939,2.357
2026-03-23,WTA,Tourney_7,WTA_Player_2,WTA_Player_7,4.649,1.379
2026-03-26,WTA,Tourney_1,WTA_Player_8,WTA_Player_20,1.375,4.703
2026-03-29,WTA,Tourney_4,WTA_Player_2,WTA_Player_19,4.104,1.436
2026-04-01,WTA,Tourney_7,WTA_Player_10,WTA_Player_9,2.396,1.913
2026-04-04,ATP,Tourney_5,ATP_Player_12,ATP_Player_2,2.128,2.128
2026-04-07,ATP,Tourney_8,ATP_Player_14,ATP_Player_11,1.852,2.5
