match_date,tournament,tour,surface,indoor,round,player_1,player_2,rank_p1,rank_p2,p1_win,winner_name,loser_name,set_scores,odds_p1,odds_p2,p1_serve_points_won_pct,p2_serve_points_won_pct,p1_return_points_won_pct,p2_return_points_won_pct,p1_hold_pct,p2_hold_pct,p1_break_pct,p2_break_pct,tournament_tier,total_games,game_margin
2022-11-09,Tourney_7,ATP,Grass,0,SF,ATP_Player_17,ATP_Player_5,26,103,1,ATP_Player_17,ATP_Player_5,6-4 3-6 6-3,1.399,4.44,0.602,0.704,0.442,0.355,0.85,0.726,0.191,0.162,3,21.2,5.3
2022-11-12,Tourney_7,WTA,Grass,0,F,WTA_Player_7,WTA_Player_15,2,77,1,WTA_Player_7,WTA_Player_15,6-4 3-6 6-3,1.409,4.341,0.706,0.679,0.323,0.382,0.767,0.724,0.122,0.165,3,17.9,-2.5
2022-11-15,Tourney_5,ATP,Clay,0,F,ATP_Player_1,ATP_Player_17,24,95,1,ATP_Player_1,ATP_Player_17,6-4 3-6 6-3,1.431,4.15,0.707,0.581,0.384,0.349,0.811,0.779,0.277,0.184,1,21.6,2.0
2022-11-18,Tourney_7,ATP,Grass,0,R32,ATP_Player_4,ATP_Player_6,21,67,1,ATP_Player_4,ATP_Player_6,6-4 3-6 6-3,1.597,3.185,0.713,0.701,0.432,0.379,0.717,0.744,0.342,0.121,2,26.9,4.0
2022-11-21,Tourney_2,WTA,Clay,0,QF,WTA_Player_11,WTA_Player_6,54,59,0,WTA_Player_6,WTA_Player_11,6-4 3-6 6-3,2.051,2.211,0.617,0.705,0.369,0.41,0.849,0.707,0.347,0.247,1,22.9,-7.5
2022-11-24,Tourney_8,WTA,Hard,1,SF,WTA_Player_1,WTA_Player_2,40,3,0,WTA_Player_2,WTA_Player_1,6-4 3-6 6-3,2.917,1.675,0.645,0.59,0.356,0.408,0.781,0.821,0.134,0.238,1,23.7,3.7
2022-11-27,Tourney_1,ATP,Hard,0,R16,ATP_Player_11,ATP_Player_5,13,101,1,ATP_Player_11,ATP_Player_5,6-4 3-6 6-3,1.348,5.046,0.709,0.619,0.445,0.344,0.875,0.789,0.336,0.35,4,28.2,2.5
2022-11-30,Tourney_2,WTA,Grass,0,R32,WTA_Player_20,WTA_Player_4,61,21,0,WTA_Player_4,WTA_Player_20,6-4 3-6 6-3,3.002,1.648,0.635,0.69,0.355,0.352,0.89,0.76,0.144,0.33,3,26.3,-6.0
2022-12-03,Tourney_8,ATP,Grass,0,R32,ATP_Player_12,ATP_Player_4,50,94,0,ATP_Player_4,ATP_Player_12,6-4 3-6 6-3,1.614,3.122,0.645,0.61,0.324,0.406,0.864,0.785,0.235,0.234,4,26.0,0.4
2022-12-06,Tourney_5,ATP,Clay,0,QF,ATP_Player_16,ATP_Player_11,60,48,0,ATP_Player_11,ATP_Player_16,6-4 3-6 6-3,2.337,1.952,0.666,0.698,0.324,0.399,0.725,0.9,0.306,0.172,4,20.1,0.1
2022-12-09,Tourney_3,ATP,Hard,1,QF,ATP_Player_12,ATP_Player_15,32,59,1,ATP_Player_12,ATP_Player_15,6-4 3-6 6-3,1.773,2.659,0.716,0.629,0.357,0.35,0.722,0.847,0.264,0.223,4,22.1,2.9
2022-12-12,Tourney_6,ATP,Hard,0,QF,ATP_Player_6,ATP_Player_16,38,75,1,ATP_Player_6,ATP_Player_16,6-4 3-6 6-3,1.675,2.917,0.693,0.618,0.405,0.344,0.839,0.897,0.268,0.253,4,19.0,1.6
2022-12-15,Tourney_5,WTA,Hard,0,R16,WTA_Player_7,WTA_Player_5,55,11,0,WTA_Player_5,WTA_Player_7,6-4 3-6 6-3,3.122,1.614,0.581,0.701,0.366,0.396,0.721,0.83,0.209,0.299,3,23.9,7.8
2022-12-18,Tourney_8,WTA,Grass,0,F,WTA_Player_13,WTA_Player_5,15,18,0,WTA_Player_5,WTA_Player_13,6-4 3-6 6-3,2.081,2.177,0.586,0.607,0.414,0.368,0.703,0.709,0.207,0.283,3,16.8,-2.2
2022-12-21,Tourney_5,WTA,Grass,0,R16,WTA_Player_11,WTA_Player_3,100,101,0,WTA_Player_3,WTA_Player_11,6-4 3-6 6-3,2.112,2.144,0.608,0.651,0.423,0.445,0.702,0.779,0.178,0.273,3,21.5,-2.9
2022-12-24,Tourney_5,WTA,Hard,0,F,WTA_Player_1,WTA_Player_9,96,106,1,WTA_Player_1,WTA_Player_9,6-4 3-6 6-3,1.979,2.3,0.627,0.696,0.428,0.417,0.737,0.863,0.338,0.245,1,23.7,-0.0
2022-12-27,Tourney_3,ATP,Hard,0,R16,ATP_Player_13,ATP_Player_9,97,58,1,ATP_Player_13,ATP_Player_9,6-4 3-6 6-3,2.973,1.656,0.629,0.671,0.332,0.407,0.684,0.76,0.247,0.234,3,24.8,-5.0
2022-12-30,Tourney_3,ATP,Hard,1,R32,ATP_Player_4,ATP_Player_7,115,53,0,ATP_Player_7,ATP_Player_4,6-4 3-6 6-3,3.76,1.484,0.6,0.719,0.327,0.44,0.688,0.829,0.157,0.334,1,16.4,-7.9
2023-01-02,Tourney_6,ATP,Grass,0,SF,ATP_Player_14,ATP_Player_9,49,14,0,ATP_Player_9,ATP_Player_14,6-4 3-6 6-3,2.862,1.693,0.601,0.658,0.347,0.336,0.75,0.796,0.268,0.325,4,13.3,3.5
2023-01-05,Tourney_6,ATP,Clay,1,R32,ATP_Player_10,ATP_Player_8,61,118,0,ATP_Player_8,ATP_Player_10,6-4 3-6 6-3,1.516,3.565,0.633,0.609,0.435,0.447,0.756,0.864,0.254,0.237,3,21.6,-7.3
2023-01-08,Tourney_7,WTA,Grass,0,R16,WTA_Player_4,WTA_Player_17,69,28,1,WTA_Player_4,WTA_Player_17,6-4 3-6 6-3,3.032,1.639,0.688,0.68,0.368,0.394,0.759,0.688,0.193,0.22,1,18.8,-2.7
2023-01-11,Tourney_7,ATP,Clay,0,SF,ATP_Player_11,ATP_Player_5,53,114,1,ATP_Player_11,ATP_Player_5,6-4 3-6 6-3,1.49,3.72,0.701,0.581,0.38,0.411,0.7,0.895,0.193,0.133,1,24.6,-2.7
2023-01-14,Tourney_5,ATP,Grass,0,R16,ATP_Player_8,ATP_Player_10,42,61,1,ATP_Player_8,ATP_Player_10,6-4 3-6 6-3,1.864,2.478,0.603,0.703,0.322,0.392,0.794,0.868,0.295,0.13,2,19.8,-2.1
2023-01-17,Tourney_8,ATP,Grass,0,SF,ATP_Player_10,ATP_Player_12,16,75,1,ATP_Player_10,ATP_Player_12,6-4 3-6 6-3,1.503,3.641,0.653,0.648,0.327,0.359,0.777,0.794,0.22,0.136,1,19.5,1.5
2023-01-20,Tourney_8,WTA,Grass,0,R16,WTA_Player_16,WTA_Player_14,105,40,1,WTA_Player_16,WTA_Player_14,6-4 3-6 6-3,3.884,1.465,0.685,0.719,0.371,0.359,0.813,0.718,0.127,0.248,4,23.0,-2.3
2023-01-23,Tourney_6,ATP,Grass,0,R32,ATP_Player_4,ATP_Player_6,62,120,1,ATP_Player_4,ATP_Player_6,6-4 3-6 6-3,1.51,3.603,0.66,0.639,0.411,0.333,0.744,0.771,0.243,0.317,2,22.1,-0.4
2023-01-26,Tourney_8,ATP,Hard,0,QF,ATP_Player_12,ATP_Player_8,79,70,1,ATP_Player_12,ATP_Player_8,6-4 3-6 6-3,2.281,1.993,0.708,0.621,0.444,0.417,0.722,0.758,0.259,0.3,2,25.6,2.4
2023-01-29,Tourney_5,ATP,Hard,0,R32,ATP_Player_11,ATP_Player_4,72,49,1,ATP_Player_11,ATP_Player_4,6-4 3-6 6-3,2.566,1.817,0.581,0.627,0.436,0.353,0.735,0.805,0.127,0.308,1,24.0,-0.5
2023-02-01,Tourney_4,ATP,Grass,0,R16,ATP_Player_14,ATP_Player_8,50,25,0,ATP_Player_8,ATP_Player_14,6-4 3-6 6-3,2.612,1.795,0.593,0.691,0.439,0.323,0.826,0.733,0.299,0.266,4,22.5,-2.5
2023-02-04,Tourney_7,WTA,Clay,0,QF,WTA_Player_17,WTA_Player_7,29,115,0,WTA_Player_7,WTA_Player_17,6-4 3-6 6-3,1.357,4.928,0.614,0.594,0.383,0.418,0.753,0.83,0.276,0.334,3,27.6,-2.5
2023-02-07,Tourney_7,WTA,Clay,0,SF,WTA_Player_10,WTA_Player_14,88,118,1,WTA_Player_10,WTA_Player_14,6-4 3-6 6-3,1.742,2.732,0.662,0.695,0.416,0.325,0.876,0.86,0.228,0.239,4,23.8,3.2
2023-02-10,Tourney_5,WTA,Grass,0,SF,WTA_Player_18,WTA_Player_6,116,73,0,WTA_Player_6,WTA_Player_18,6-4 3-6 6-3,3.091,1.622,0.706,0.648,0.387,0.421,0.844,0.838,0.316,0.132,1,20.7,-2.8
2023-02-13,Tourney_8,ATP,Clay,0,R16,ATP_Player_3,ATP_Player_7,101,84,1,ATP_Player_3,ATP_Player_7,6-4 3-6 6-3,2.437,1.888,0.637,0.678,0.375,0.371,0.863,0.736,0.224,0.298,2,28.5,1.9
2023-02-16,Tourney_5,ATP,Grass,0,R16,ATP_Player_19,ATP_Player_12,50,39,0,ATP_Player_12,ATP_Player_19,6-4 3-6 6-3,2.319,1.966,0.637,0.649,0.322,0.425,0.875,0.897,0.197,0.191,4,19.8,3.8
2023-02-19,Tourney_5,ATP,Hard,0,SF,ATP_Player_5,ATP_Player_10,62,11,1,ATP_Player_5,ATP_Player_10,6-4 3-6 6-3,3.35,1.559,0.685,0.656,0.378,0.326,0.825,0.737,0.127,0.226,4,18.4,1.1
2023-02-22,Tourney_5,ATP,Grass,0,R32,ATP_Player_8,ATP_Player_12,55,28,0,ATP_Player_12,ATP_Player_8,6-4 3-6 6-3,2.659,1.773,0.63,0.636,0.36,0.416,0.877,0.833,0.167,0.161,1,14.3,-6.2
2023-02-25,Tourney_5,ATP,Hard,0,SF,ATP_Player_7,ATP_Player_6,97,32,0,ATP_Player_6,ATP_Player_7,6-4 3-6 6-3,3.884,1.465,0.695,0.709,0.389,0.354,0.742,0.782,0.242,0.299,2,24.6,-3.2
2023-02-28,Tourney_4,ATP,Grass,0,R32,ATP_Player_20,ATP_Player_12,16,53,1,ATP_Player_20,ATP_Player_12,6-4 3-6 6-3,1.675,2.917,0.589,0.686,0.346,0.349,0.721,0.787,0.188,0.209,4,24.0,-5.0
2023-03-03,Tourney_7,ATP,Hard,0,R16,ATP_Player_6,ATP_Player_10,15,71,1,ATP_Player_6,ATP_Player_10,6-4 3-6 6-3,1.523,3.528,0.699,0.689,0.413,0.403,0.856,0.705,0.167,0.125,2,15.0,4.4
2023-03-06,Tourney_1,WTA,Hard,0,F,WTA_Player_8,WTA_Player_2,19,87,1,WTA_Player_8,WTA_Player_2,6-4 3-6 6-3,1.447,4.014,0.655,0.61,0.321,0.418,0.693,0.751,0.204,0.153,2,19.4,0.3
2023-03-09,Tourney_7,WTA,Grass,0,QF,WTA_Player_15,WTA_Player_7,105,77,1,WTA_Player_15,WTA_Player_7,6-4 3-6 6-3,2.683,1.763,0.624,0.663,0.402,0.326,0.894,0.796,0.264,0.159,4,22.5,-2.6
2023-03-12,Tourney_7,WTA,Grass,1,F,WTA_Player_10,WTA_Player_16,118,67,0,WTA_Player_16,WTA_Player_10,6-4 3-6 6-3,3.35,1.559,0.674,0.601,0.363,0.357,0.775,0.825,0.135,0.335,2,22.7,-5.2
2023-03-15,Tourney_4,ATP,Hard,1,F,ATP_Player_15,ATP_Player_7,102,13,1,ATP_Player_15,ATP_Player_7,6-4 3-6 6-3,5.106,1.344,0.706,0.585,0.373,0.341,0.687,0.811,0.279,0.323,1,28.1,-8.0
2023-03-18,Tourney_6,WTA,Clay,0,R16,WTA_Player_6,WTA_Player_18,69,19,1,WTA_Player_6,WTA_Player_18,6-4 3-6 6-3,3.316,1.566,0.606,0.709,0.387,0.395,0.898,0.742,0.228,0.298,1,21.5,-5.1
2023-03-21,Tourney_4,WTA,Clay,0,F,WTA_Player_19,WTA_Player_3,81,56,1,WTA_Player_19,WTA_Player_3,6-4 3-6 6-3,2.612,1.795,0.673,0.662,0.435,0.415,0.772,0.796,0.281,0.21,2,16.4,1.2
2023-03-24,Tourney_2,WTA,Hard,0,R32,WTA_Player_14,WTA_Player_17,9,59,0,WTA_Player_17,WTA_Player_14,6-4 3-6 6-3,1.566,3.316,0.604,0.684,0.436,0.445,0.704,0.873,0.313,0.301,1,17.8,6.6
2023-03-27,Tourney_3,ATP,Grass,1,R32,ATP_Player_3,ATP_Player_14,37,74,1,ATP_Player_3,ATP_Player_14,6-4 3-6 6-3,1.675,2.917,0.612,0.611,0.369,0.351,0.727,0.823,0.155,0.302,4,22.2,-2.7
2023-03-30,Tourney_1,ATP,Hard,0,F,ATP_Player_19,ATP_Player_1,87,67,0,ATP_Player_1,ATP_Player_19,6-4 3-6 6-3,2.5,1.852,0.676,0.6,0.334,0.442,0.795,0.786,0.197,0.127,2,19.1,-0.0
2023-04-02,Tourney_3,ATP,Grass,0,R32,ATP_Player_17,ATP_Player_15,18,45,1,ATP_Player_17,ATP_Player_15,6-4 3-6 6-3,1.773,2.659,0.717,0.595,0.358,0.384,0.884,0.808,0.249,0.135,4,15.2,-0.4
2023-04-05,Tourney_5,WTA,Hard,0,F,WTA_Player_14,WTA_Player_6,107,27,1,WTA_Player_14,WTA_Player_6,6-4 3-6 6-3,4.596,1.384,0.617,0.663,0.394,0.364,0.698,0.712,0.203,0.16,4,30.8,-1.0
2023-04-08,Tourney_8,ATP,Grass,0,R16,ATP_Player_9,ATP_Player_14,34,114,1,ATP_Player_9,ATP_Player_14,6-4 3-6 6-3,1.384,4.596,0.651,0.69,0.415,0.373,0.732,0.789,0.146,0.321,4,24.0,1.4
2023-04-11,Tourney_4,ATP,Clay,0,F,ATP_Player_15,ATP_Player_9,62,38,0,ATP_Player_9,ATP_Player_15,6-4 3-6 6-3,2.589,1.806,0.61,0.603,0.348,0.332,0.798,0.791,0.179,0.232,1,21.3,-3.9
2023-04-14,Tourney_6,WTA,Grass,0,R32,WTA_Player_17,WTA_Player_2,68,96,1,WTA_Player_17,WTA_Player_2,6-4 3-6 6-3,1.763,2.683,0.589,0.652,0.397,0.432,0.825,0.87,0.143,0.21,4,18.6,-4.0
2023-04-17,Tourney_6,ATP,Clay,0,R32,ATP_Player_3,ATP_Player_17,51,23,1,ATP_Player_3,ATP_Player_17,6-4 3-6 6-3,2.683,1.763,0.692,0.663,0.381,0.366,0.685,0.74,0.344,0.322,2,23.1,-2.9
2023-04-20,Tourney_7,ATP,Grass,1,F,ATP_Player_10,ATP_Player_4,54,83,0,ATP_Player_4,ATP_Player_10,6-4 3-6 6-3,1.752,2.707,0.692,0.667,0.391,0.43,0.86,0.861,0.27,0.22,4,25.5,-0.1
2023-04-23,Tourney_5,ATP,Clay,0,QF,ATP_Player_5,ATP_Player_9,72,4,0,ATP_Player_9,ATP_Player_5,6-4 3-6 6-3,4.014,1.447,0.599,0.604,0.409,0.356,0.856,0.699,0.239,0.198,1,21.5,0.2
2023-04-26,Tourney_4,ATP,Hard,0,QF,ATP_Player_4,ATP_Player_8,24,64,1,ATP_Player_4,ATP_Player_8,6-4 3-6 6-3,1.648,3.002,0.645,0.675,0.334,0.441,0.707,0.766,0.231,0.172,3,13.9,-1.9
2023-04-29,Tourney_7,ATP,Hard,0,QF,ATP_Player_6,ATP_Player_13,26,14,1,ATP_Player_6,ATP_Player_13,6-4 3-6 6-3,2.337,1.952,0.655,0.669,0.349,0.328,0.852,0.768,0.313,0.122,2,25.3,0.2
2023-05-02,Tourney_6,WTA,Clay,0,F,WTA_Player_11,WTA_Player_12,52,2,0,WTA_Player_12,WTA_Player_11,6-4 3-6 6-3,3.316,1.566,0.646,0.671,0.444,0.39,0.868,0.775,0.332,0.263,4,20.9,-5.1
2023-05-05,Tourney_6,WTA,Hard,1,R16,WTA_Player_6,WTA_Player_17,2,20,1,WTA_Player_6,WTA_Player_17,6-4 3-6 6-3,1.876,2.457,0.623,0.6,0.377,0.383,0.822,0.838,0.183,0.337,2,20.2,0.4
2023-05-08,Tourney_7,WTA,Clay,0,R32,WTA_Player_3,WTA_Player_9,24,99,1,WTA_Player_3,WTA_Player_9,6-4 3-6 6-3,1.409,4.341,0.682,0.657,0.379,0.382,0.718,0.832,0.252,0.252,1,20.6,-2.7
2023-05-11,Tourney_8,WTA,Hard,0,SF,WTA_Player_14,WTA_Player_1,38,53,1,WTA_Player_14,WTA_Player_1,6-4 3-6 6-3,1.913,2.396,0.609,0.605,0.44,0.372,0.872,0.823,0.126,0.258,4,12.8,0.5
2023-05-14,Tourney_1,WTA,Grass,0,SF,WTA_Player_1,WTA_Player_5,96,115,1,WTA_Player_1,WTA_Player_5,6-4 3-6 6-3,1.864,2.478,0.65,0.646,0.342,0.419,0.824,0.682,0.258,0.185,2,27.0,1.0
2023-05-17,Tourney_5,WTA,Hard,1,SF,WTA_Player_8,WTA_Player_9,57,33,1,WTA_Player_8,WTA_Player_9,6-4 3-6 6-3,2.589,1.806,0.688,0.625,0.413,0.343,0.88,0.857,0.25,0.208,2,19.0,1.0
2023-05-20,Tourney_3,WTA,Clay,0,R32,WTA_Player_4,WTA_Player_7,88,80,1,WTA_Player_4,WTA_Player_7,6-4 3-6 6-3,2.263,2.007,0.692,0.679,0.346,0.395,0.704,0.861,0.239,0.212,2,22.1,1.9
2023-05-23,Tourney_1,ATP,Hard,0,R16,ATP_Player_10,ATP_Player_1,55,56,0,ATP_Player_1,ATP_Player_10,6-4 3-6 6-3,2.112,2.144,0.696,0.643,0.365,0.334,0.782,0.707,0.305,0.233,4,29.2,-0.2
2023-05-26,Tourney_3,ATP,Clay,0,R16,ATP_Player_15,ATP_Player_17,50,30,0,ATP_Player_17,ATP_Player_15,6-4 3-6 6-3,2.5,1.852,0.59,0.659,0.427,0.4,0.898,0.872,0.285,0.238,2,20.0,-0.4
2023-05-29,Tourney_3,WTA,Grass,0,F,WTA_Player_1,WTA_Player_7,42,92,1,WTA_Player_1,WTA_Player_7,6-4 3-6 6-3,1.566,3.316,0.644,0.612,0.409,0.393,0.814,0.858,0.196,0.243,3,18.5,-0.3
2023-06-01,Tourney_5,WTA,Hard,0,R16,WTA_Player_9,WTA_Player_10,93,113,0,WTA_Player_10,WTA_Player_9,6-4 3-6 6-3,1.852,2.5,0.583,0.628,0.432,0.41,0.76,0.689,0.161,0.269,2,27.6,2.5
2023-06-04,Tourney_3,ATP,Hard,0,R32,ATP_Player_10,ATP_Player_18,107,31,0,ATP_Player_18,ATP_Player_10,6-4 3-6 6-3,4.39,1.404,0.698,0.638,0.412,0.343,0.703,0.769,0.334,0.187,4,24.5,0.4
2023-06-07,Tourney_5,ATP,Hard,0,QF,ATP_Player_11,ATP_Player_18,115,28,0,ATP_Player_18,ATP_Player_11,6-4 3-6 6-3,4.987,1.352,0.608,0.696,0.343,0.442,0.895,0.787,0.212,0.252,2,22.0,-0.6
2023-06-10,Tourney_6,ATP,Grass,0,SF,ATP_Player_12,ATP_Player_1,24,111,1,ATP_Player_12,ATP_Player_1,6-4 3-6 6-3,1.352,4.987,0.647,0.623,0.357,0.402,0.835,0.829,0.181,0.158,4,21.5,0.1
2023-06-13,Tourney_1,WTA,Clay,0,SF,WTA_Player_7,WTA_Player_15,38,42,0,WTA_Player_15,WTA_Player_7,6-4 3-6 6-3,2.066,2.193,0.673,0.619,0.402,0.325,0.798,0.82,0.329,0.22,1,18.8,-4.2
2023-06-16,Tourney_6,WTA,Clay,0,SF,WTA_Player_17,WTA_Player_16,84,73,1,WTA_Player_17,WTA_Player_16,6-4 3-6 6-3,2.319,1.966,0.617,0.625,0.33,0.436,0.811,0.843,0.304,0.26,4,20.7,-0.3
2023-06-19,Tourney_4,ATP,Grass,0,QF,ATP_Player_15,ATP_Player_12,17,78,1,ATP_Player_15,ATP_Player_12,6-4 3-6 6-3,1.49,3.72,0.653,0.583,0.331,0.41,0.779,0.785,0.241,0.225,4,18.5,-2.0
2023-06-22,Tourney_4,WTA,Hard,1,SF,WTA_Player_19,WTA_Player_18,83,105,0,WTA_Player_18,WTA_Player_19,6-4 3-6 6-3,1.829,2.544,0.594,0.67,0.364,0.387,0.732,0.744,0.328,0.347,2,27.1,0.0
2023-06-25,Tourney_2,ATP,Hard,1,QF,ATP_Player_8,ATP_Player_14,58,95,0,ATP_Player_14,ATP_Player_8,6-4 3-6 6-3,1.675,2.917,0.611,0.634,0.387,0.377,0.884,0.777,0.308,0.294,1,19.8,4.7
2023-06-28,Tourney_2,ATP,Hard,0,SF,ATP_Player_5,ATP_Player_6,89,50,1,ATP_Player_5,ATP_Player_6,6-4 3-6 6-3,2.973,1.656,0.712,0.62,0.416,0.334,0.864,0.787,0.258,0.335,1,24.3,-2.6
2023-07-01,Tourney_6,ATP,Clay,0,F,ATP_Player_2,ATP_Player_17,25,74,1,ATP_Player_2,ATP_Player_17,6-4 3-6 6-3,1.574,3.282,0.626,0.679,0.382,0.346,0.692,0.805,0.264,0.141,3,23.0,5.6
2023-07-04,Tourney_8,WTA,Clay,0,SF,WTA_Player_13,WTA_Player_15,14,99,1,WTA_Player_13,WTA_Player_15,6-4 3-6 6-3,1.361,4.871,0.601,0.673,0.439,0.368,0.687,0.707,0.29,0.344,4,25.6,2.1
2023-07-07,Tourney_2,ATP,Hard,0,F,ATP_Player_10,ATP_Player_6,13,72,1,ATP_Player_10,ATP_Player_6,6-4 3-6 6-3,1.503,3.641,0.659,0.601,0.439,0.391,0.816,0.76,0.348,0.326,4,24.6,12.5
2023-07-10,Tourney_5,WTA,Hard,0,SF,WTA_Player_19,WTA_Player_20,111,93,0,WTA_Player_20,WTA_Player_19,6-4 3-6 6-3,2.457,1.876,0.61,0.589,0.323,0.389,0.739,0.802,0.157,0.14,1,17.1,-1.4
2023-07-13,Tourney_5,WTA,Hard,0,SF,WTA_Player_7,WTA_Player_11,14,84,1,WTA_Player_7,WTA_Player_11,6-4 3-6 6-3,1.436,4.104,0.692,0.624,0.43,0.323,0.8,0.685,0.142,0.175,4,22.0,-2.9
2023-07-16,Tourney_4,ATP,Clay,0,SF,ATP_Player_1,ATP_Player_14,45,79,1,ATP_Player_1,ATP_Player_14,6-4 3-6 6-3,1.703,2.835,0.597,0.655,0.324,0.444,0.727,0.767,0.254,0.208,1,21.7,3.1
2023-07-19,Tourney_7,WTA,Clay,0,SF,WTA_Player_19,WTA_Player_3,90,120,1,WTA_Player_19,WTA_Player_3,6-4 3-6 6-3,1.742,2.732,0.701,0.638,0.383,0.424,0.74,0.811,0.173,0.294,2,18.9,0.7
2023-07-22,Tourney_3,ATP,Grass,0,R16,ATP_Player_13,ATP_Player_20,109,54,0,ATP_Player_20,ATP_Player_13,6-4 3-6 6-3,3.491,1.53,0.589,0.707,0.387,0.4,0.899,0.863,0.273,0.299,1,24.8,-4.8
2023-07-25,Tourney_3,ATP,Clay,0,SF,ATP_Player_6,ATP_Player_12,77,66,1,ATP_Player_6,ATP_Player_12,6-4 3-6 6-3,2.319,1.966,0.596,0.655,0.421,0.396,0.868,0.745,0.184,0.269,4,18.3,0.7
2023-07-28,Tourney_5,ATP,Clay,0,QF,ATP_Player_5,ATP_Player_19,9,108,1,ATP_Player_5,ATP_Player_19,6-4 3-6 6-3,1.305,5.761,0.588,0.68,0.409,0.384,0.735,0.875,0.14,0.331,3,22.1,6.2
2023-07-31,Tourney_2,ATP,Hard,1,R16,ATP_Player_6,ATP_Player_10,35,100,1,ATP_Player_6,ATP_Player_10,6-4 3-6 6-3,1.465,3.884,0.6,0.705,0.389,0.428,0.763,0.803,0.265,0.255,3,24.5,-0.2
2023-08-03,Tourney_5,WTA,Grass,0,F,WTA_Player_6,WTA_Player_3,18,66,1,WTA_Player_6,WTA_Player_3,6-4 3-6 6-3,1.582,3.249,0.584,0.707,0.436,0.322,0.74,0.746,0.246,0.34,1,23.0,-4.4
2023-08-06,Tourney_4,ATP,Hard,1,R32,ATP_Player_15,ATP_Player_3,12,119,1,ATP_Player_15,ATP_Player_3,6-4 3-6 6-3,1.278,6.359,0.631,0.657,0.374,0.32,0.857,0.749,0.217,0.146,2,23.3,-6.6
2023-08-09,Tourney_4,ATP,Grass,0,SF,ATP_Player_19,ATP_Player_18,74,2,0,ATP_Player_18,ATP_Player_19,6-4 3-6 6-3,4.196,1.425,0.582,0.608,0.407,0.407,0.724,0.788,0.146,0.181,4,18.4,3.4
2023-08-12,Tourney_3,WTA,Clay,0,R32,WTA_Player_3,WTA_Player_19,24,71,1,WTA_Player_3,WTA_Player_19,6-4 3-6 6-3,1.589,3.217,0.636,0.672,0.432,0.327,0.765,0.777,0.18,0.272,1,20.5,2.9
2023-08-15,Tourney_8,WTA,Hard,0,F,WTA_Player_14,WTA_Player_12,67,24,1,WTA_Player_14,WTA_Player_12,6-4 3-6 6-3,3.091,1.622,0.655,0.717,0.335,0.427,0.737,0.869,0.186,0.137,4,13.4,-2.7
2023-08-18,Tourney_8,WTA,Grass,0,R16,WTA_Player_5,WTA_Player_8,57,117,0,WTA_Player_8,WTA_Player_5,6-4 3-6 6-3,1.496,3.68,0.679,0.634,0.343,0.321,0.873,0.855,0.172,0.33,2,18.3,3.6
2023-08-21,Tourney_3,ATP,Hard,0,QF,ATP_Player_7,ATP_Player_19,53,118,0,ATP_Player_19,ATP_Player_7,6-4 3-6 6-3,1.465,3.884,0.661,0.69,0.37,0.342,0.828,0.883,0.163,0.257,1,13.0,0.1
2023-08-24,Tourney_1,WTA,Clay,1,QF,WTA_Player_2,WTA_Player_15,63,69,1,WTA_Player_2,WTA_Player_15,6-4 3-6 6-3,2.036,2.228,0.601,0.601,0.443,0.432,0.706,0.809,0.332,0.128,4,19.6,2.7
2023-08-27,Tourney_7,ATP,Clay,0,R16,ATP_Player_6,ATP_Player_19,95,42,0,ATP_Player_19,ATP_Player_6,6-4 3-6 6-3,3.42,1.544,0.692,0.58,0.365,0.434,0.729,0.825,0.137,0.339,3,28.1,-8.0
2023-08-30,Tourney_1,WTA,Grass,0,R32,WTA_Player_7,WTA_Player_15,18,4,1,WTA_Player_7,WTA_Player_15,6-4 3-6 6-3,2.376,1.926,0.607,0.581,0.4,0.408,0.753,0.836,0.192,0.317,2,28.8,0.2
2023-09-02,Tourney_5,WTA,Grass,0,F,WTA_Player_1,WTA_Player_16,57,105,1,WTA_Player_1,WTA_Player_16,6-4 3-6 6-3,1.582,3.249,0.686,0.659,0.364,0.373,0.861,0.887,0.31,0.262,2,21.5,6.6
2023-09-05,Tourney_7,ATP,Clay,0,R16,ATP_Player_20,ATP_Player_13,52,42,1,ATP_Player_20,ATP_Player_13,6-4 3-6 6-3,2.3,1.979,0.595,0.68,0.361,0.419,0.74,0.726,0.151,0.285,3,22.3,4.3
2023-09-08,Tourney_7,WTA,Hard,1,R32,WTA_Player_13,WTA_Player_16,23,105,0,WTA_Player_16,WTA_Player_13,6-4 3-6 6-3,1.375,4.703,0.675,0.645,0.321,0.376,0.758,0.828,0.179,0.152,2,23.5,-3.2
2023-09-11,Tourney_3,ATP,Grass,0,R32,ATP_Player_11,ATP_Player_1,64,65,0,ATP_Player_1,ATP_Player_11,6-4 3-6 6-3,2.112,2.144,0.669,0.65,0.395,0.354,0.716,0.842,0.16,0.166,3,21.4,3.1
2023-09-14,Tourney_1,ATP,Grass,0,F,ATP_Player_9,ATP_Player_1,18,95,1,ATP_Player_9,ATP_Player_1,6-4 3-6 6-3,1.399,4.44,0.696,0.625,0.369,0.415,0.889,0.882,0.285,0.326,3,21.7,-2.5
2023-09-17,Tourney_3,ATP,Hard,0,F,ATP_Player_11,ATP_Player_1,47,115,1,ATP_Player_11,ATP_Player_1,6-4 3-6 6-3,1.447,4.014,0.713,0.688,0.355,0.346,0.838,0.842,0.178,0.211,3,22.3,1.6
