match_date,tournament,tour,surface,round,player_1,player_2,winner_name,loser_name,p1_win,odds_p1,odds_p2,indoor,elo_p1,elo_p2,elo_diff,surface_elo_p1,surface_elo_p2,surface_elo_diff,ranking_gap,recent_win_rate_diff_5,surface_recent_win_rate_diff_5,recent_win_rate_diff_10,surface_recent_win_rate_diff_10,fatigue_matches_7d_diff,fatigue_long_matches_14d_diff,h2h_weighted_diff,is_atp,tournament_tier,serve_points_won_diff,return_points_won_diff,hold_pct_diff,break_pct_diff
2022-09-28,Tourney_8,ATP,Grass,R32,atp player 13,atp player 17,ATP_Player_13,ATP_Player_17,1.0,2.522,1.84,,1445.4804231997657,1490.7196920733006,-45.23926887353491,1488.0143094285309,1476.809359043093,11.204950385437769,,-0.4,-0.25,-0.42857142857142855,-0.25,-2,0,0.0,1,0.0,,,,
2022-10-01,Tourney_1,ATP,Hard,R32,atp player 1,atp player 16,ATP_Player_1,ATP_Player_16,1.0,2.416,1.901,,1502.8853460101914,1488.373861550564,14.511484459627354,1500.0,1499.5443901957299,0.4556098042701251,,0.0,0.0,0.09999999999999998,0.0,1,0,0.0,1,0.0,,,,
2022-10-04,Tourney_2,WTA,Clay,QF,wta player 6,wta player 9,WTA_Player_9,WTA_Player_6,0.0,1.979,2.3,,1476.1828749120798,1500.0,-23.817125087920203,1488.414300586377,1500.0,-11.585699413622933,,-0.25,-0.5,-0.25,-0.5,4,0,0.0,0,0.0,,,,
2022-10-07,Tourney_6,ATP,Grass,SF,atp player 10,atp player 8,ATP_Player_10,ATP_Player_8,1.0,1.852,2.5,,1520.885384410341,1534.621117406225,-13.735732995884064,1512.0,1512.3999911578462,-0.3999911578462161,,-0.050000000000000044,0.33333333333333337,-0.050000000000000044,0.33333333333333337,-1,0,-0.5,1,0.0,,,,
2022-10-10,Tourney_4,ATP,Grass,SF,atp player 10,atp player 2,ATP_Player_10,ATP_Player_2,1.0,2.783,1.722,,1533.359552807124,1533.153517636216,0.20603517090785317,1524.0138151990573,1511.971875372412,12.041939826645375,,0.20000000000000007,0.33333333333333337,0.08571428571428574,0.33333333333333337,-2,0,0.0,1,0.0,,,,
2022-10-13,Tourney_3,ATP,Clay,F,atp player 3,atp player 8,ATP_Player_3,ATP_Player_8,1.0,1.993,2.281,,1490.7107845047258,1522.146949009442,-31.436164504716317,1511.971875372412,1500.0,11.971875372411887,,-0.4,0.16666666666666663,-0.2666666666666666,0.16666666666666663,-1,0,-0.5,1,0.0,,,,
2022-10-16,Tourney_6,ATP,Hard,QF,atp player 14,atp player 19,ATP_Player_19,ATP_Player_14,0.0,3.97,1.453,,1519.2678455168357,1562.4591930681318,-43.191347551296076,1498.415657699695,1533.591741031185,-35.17608333148996,,-0.20000000000000007,-0.5,-0.13333333333333341,-0.5,-1,0,0.0,1,0.0,,,,
2022-10-19,Tourney_8,WTA,Hard,R16,wta player 6,wta player 7,WTA_Player_7,WTA_Player_6,0.0,1.656,2.973,,1465.0042031260048,1567.0620905398166,-102.05788741381184,1487.6137779772102,1545.5886572069408,-57.974879229730504,,-0.8,-1.0,-0.8,-1.0,-1,0,0.0,0,0.0,,,,
2022-10-22,Tourney_8,ATP,Clay,R16,atp player 16,atp player 6,ATP_Player_16,ATP_Player_6,1.0,1.496,3.68,,1476.874779214965,1468.3313478848345,8.543431330130488,1488.4285923699842,1500.414300586377,-11.985708216392823,,0.2,-0.5,0.1333333333333333,-0.5,1,0,0.5,1,0.0,,,,
2022-10-25,Tourney_2,WTA,Hard,QF,wta player 20,wta player 6,WTA_Player_20,WTA_Player_6,1.0,1.648,3.002,,1500.414300586377,1456.4311531670248,43.983147419352235,1500.0,1477.59777930286,22.40222069713991,,0.5,0.5,0.33333333333333337,0.5,-4,0,0.0,0,0.0,,,,
2022-10-28,Tourney_7,ATP,Hard,F,atp player 10,atp player 9,ATP_Player_9,ATP_Player_10,0.0,2.245,2.022,,1545.3524366052607,1499.7172516419378,45.6351849633229,1499.629002765052,1523.9714176500984,-24.34241488504631,,0.30000000000000004,-0.5,0.33333333333333337,-0.5,2,0,0.0,1,0.0,,,,
2022-10-31,Tourney_8,WTA,Grass,SF,wta player 18,wta player 6,WTA_Player_18,WTA_Player_6,1.0,1.484,3.76,,1467.443230256043,1445.942213806921,21.501016449122062,1500.0,1500.4000076259508,-0.4000076259508205,,0.0,0.0,-0.14285714285714285,0.0,-4,0,0.0,0,0.0,,,,
2022-11-03,Tourney_4,WTA,Grass,QF,wta player 14,wta player 8,WTA_Player_8,WTA_Player_14,0.0,1.784,2.635,,1500.0,1479.5077653246167,20.492234675383315,1500.0,1476.0,24.0,,0.25,0.5,0.25,0.5,-4,0,0.0,0,0.0,,,,
2022-11-06,Tourney_1,WTA,Grass,R16,wta player 20,wta player 7,WTA_Player_20,WTA_Player_7,1.0,2.544,1.829,,1510.9032399464809,1575.6351404987965,-64.73190055231566,1500.0,1500.0,0.0,,-0.33333333333333337,0.0,-0.33333333333333337,0.0,-4,0,0.0,0,0.0,,,,
2022-11-09,Tourney_7,ATP,Grass,SF,atp player 17,atp player 5,ATP_Player_17,ATP_Player_5,1.0,1.399,4.44,,1477.1659540736205,1522.788217818529,-45.62226374490842,1465.1962302012196,1500.3999911578462,-35.20376095662664,,-0.55,-0.3,-0.375,-0.3,3,0,0.0,1,0.0,,,,
2022-11-12,Tourney_7,WTA,Grass,F,wta player 15,wta player 7,WTA_Player_7,WTA_Player_15,0.0,4.341,1.409,,1500.221686127107,1561.4248953800525,-61.2032092529455,1500.0,1488.0,12.0,,-0.20000000000000007,0.5,-0.375,0.5,-1,0,-0.5,0,0.0,,,,
2022-11-15,Tourney_5,ATP,Clay,F,atp player 1,atp player 17,ATP_Player_1,ATP_Player_17,1.0,1.431,4.15,,1514.3844283457904,1490.7326966211251,23.651731724665296,1499.998108711085,1500.0,-0.0018912889149760304,,0.19999999999999996,0.0,0.12698412698412698,0.0,0,0,0.5,1,0.0,,,,
2022-11-18,Tourney_7,ATP,Grass,R32,atp player 4,atp player 6,ATP_Player_4,ATP_Player_6,1.0,1.597,3.185,,1488.8230447400892,1456.6263680886213,32.1966766514679,1488.0,1488.0,0.0,,0.1333333333333333,0.0,0.16666666666666666,0.0,-3,0,0.0,1,0.0,,,,
2022-11-21,Tourney_2,WTA,Clay,QF,wta player 11,wta player 6,WTA_Player_6,WTA_Player_11,0.0,2.051,2.211,,1552.6834105355194,1434.6838860438145,117.99952449170496,1523.585699413623,1476.814308212328,46.771391201295046,,0.8,1.0,0.7321428571428571,1.0,0,0,0.5,0,0.0,,,,
2022-11-24,Tourney_8,WTA,Hard,SF,wta player 1,wta player 2,WTA_Player_2,WTA_Player_1,0.0,2.917,1.675,,1511.229182844035,1478.7676096229604,32.46157322107456,1512.0,1488.0,24.0,,0.75,1.0,0.75,1.0,-3,0,0.5,0,0.0,,,,
2022-11-27,Tourney_1,ATP,Hard,R16,atp player 11,atp player 5,ATP_Player_11,ATP_Player_5,1.0,1.348,5.046,,1498.9246980162163,1509.2214752710242,-10.296777254807921,1500.414300586377,1512.414300586377,-12.0,,0.0,-0.5,-0.09999999999999998,-0.5,1,0,0.0,1,0.0,,,,
2022-11-30,Tourney_2,WTA,Grass,R32,wta player 20,wta player 4,WTA_Player_4,WTA_Player_20,0.0,3.002,1.648,,1525.113485065225,1509.4978007161335,15.615684349091453,1512.0,1535.185691787672,-23.185691787672113,,0.35,0.0,0.1785714285714286,0.0,-3,0,0.0,0,0.0,,,,
2022-12-03,Tourney_8,ATP,Grass,R32,atp player 12,atp player 4,ATP_Player_4,ATP_Player_12,0.0,1.614,3.122,,1475.917782475532,1499.714183274059,-23.796400798526975,1500.0,1500.0,0.0,,-0.3,0.0,-0.16666666666666669,0.0,2,0,0.0,1,0.0,,,,
2022-12-06,Tourney_5,ATP,Clay,QF,atp player 11,atp player 16,ATP_Player_11,ATP_Player_16,1.0,1.952,2.337,,1511.280232018324,1488.579759011178,22.700473007146,1499.546242489397,1500.8423999233287,-1.2961574339317394,,0.19999999999999996,0.0,0.14285714285714285,0.0,0,0,0.0,1,0.0,,,,
2022-12-09,Tourney_3,ATP,Hard,QF,atp player 12,atp player 15,ATP_Player_12,ATP_Player_15,1.0,1.773,2.659,,1464.7383982481374,1503.0770224432129,-38.338624195075454,1488.0285823499016,1500.4413003757393,-12.412718025837648,,-0.39999999999999997,-0.16666666666666669,-0.2142857142857143,-0.16666666666666669,1,0,0.0,1,0.0,,,,
2022-12-12,Tourney_6,ATP,Hard,QF,atp player 16,atp player 6,ATP_Player_6,ATP_Player_16,0.0,2.917,1.675,,1477.3626917886968,1445.7352295546516,31.627462234045197,1487.5601263918627,1476.4281163731657,11.132010018696974,,0.0,0.4,0.23214285714285715,0.4,0,0,1.0,1,0.0,,,,
2022-12-15,Tourney_5,WTA,Hard,R16,wta player 5,wta player 7,WTA_Player_5,WTA_Player_7,1.0,1.614,3.122,,1489.9432548967034,1571.3326088951885,-81.38935399848515,1501.2000855521612,1555.604655881291,-54.40457032912968,,-0.4,-0.5,-0.4603174603174603,-0.5,0,0,-0.5,0,0.0,,,,
2022-12-18,Tourney_8,WTA,Grass,F,wta player 13,wta player 5,WTA_Player_5,WTA_Player_13,0.0,2.081,2.177,,1466.3493531640472,1504.704026863548,-38.354673699500836,1500.0,1499.5857333240406,0.4142666759594249,,-0.6,0.0,-0.5,0.0,-4,0,0.0,0,0.0,,,,
2022-12-21,Tourney_5,WTA,Grass,R16,wta player 11,wta player 3,WTA_Player_3,WTA_Player_11,0.0,2.112,2.144,,1536.7576468482716,1489.9996409302332,46.75800591803841,1510.758084740179,1501.2418813494035,9.516203390775445,,0.26666666666666666,0.16666666666666663,0.4166666666666667,0.16666666666666663,4,0,0.5,0,0.0,,,,
2022-12-24,Tourney_5,WTA,Hard,F,wta player 1,wta player 9,WTA_Player_1,WTA_Player_9,1.0,1.979,2.3,,1498.1112509377779,1511.178671786075,-13.06742084829716,1499.172385326556,1500.0,-0.8276146734440317,,-0.5,0.0,-0.5,0.0,1,0,0.0,0,0.0,,,,
2022-12-27,Tourney_3,ATP,Hard,R16,atp player 13,atp player 9,ATP_Player_13,ATP_Player_9,1.0,2.973,1.656,,1459.0341611994459,1513.284432862864,-54.25027166341806,1466.038292820197,1535.1320334433121,-69.09374062311508,,-0.39999999999999997,-1.0,-0.43333333333333335,-1.0,1,0,0.0,1,0.0,,,,
2022-12-30,Tourney_3,ATP,Hard,R32,atp player 4,atp player 7,ATP_Player_7,ATP_Player_4,0.0,3.76,1.484,,1510.8935675014536,1489.8580913248595,21.035476176594102,1499.6000088421538,1477.197580822062,22.402428020091747,,0.19999999999999996,0.5,0.19999999999999996,0.5,0,0,0.0,1,0.0,,,,
2023-01-02,Tourney_6,ATP,Grass,SF,atp player 14,atp player 9,ATP_Player_9,ATP_Player_14,0.0,2.862,1.693,,1508.7519843132327,1499.4257758002632,9.326208512969515,1524.0143094285309,1488.414300586377,35.600008842153784,,0.0,1.0,0.0714285714285714,1.0,1,0,0.0,1,0.0,,,,
2023-01-05,Tourney_6,ATP,Clay,R32,atp player 10,atp player 8,ATP_Player_8,ATP_Player_10,0.0,1.516,3.565,,1531.7852553843345,1509.0641356419335,22.721119742401015,1512.0,1488.4133303513208,23.586669648679162,,0.0,1.0,0.1428571428571429,1.0,0,0,0.0,1,0.0,,,,
2023-01-08,Tourney_7,WTA,Grass,R16,wta player 17,wta player 4,WTA_Player_4,WTA_Player_17,0.0,1.639,3.032,,1488.3862406380904,1522.0367844608177,-33.650543822727286,1512.414300586377,1546.3860730180966,-33.9717724317195,,-0.26666666666666666,0.0,-0.2916666666666667,0.0,-4,0,0.0,0,0.0,,,,
2023-01-11,Tourney_7,ATP,Clay,SF,atp player 11,atp player 5,ATP_Player_11,ATP_Player_5,1.0,1.49,3.72,,1522.4972992408054,1496.8659412689165,25.631357971888974,1511.5910099734938,1512.0,-0.40899002650621696,,0.19999999999999996,-0.33333333333333337,0.125,-0.33333333333333337,1,0,0.5,1,0.0,,,,
2023-01-14,Tourney_5,ATP,Grass,R16,atp player 10,atp player 8,ATP_Player_8,ATP_Player_10,0.0,2.478,1.864,,1519.0016125321993,1521.8477784940687,-2.846165961869474,1535.598067795064,1500.386175958789,35.21189183627507,,-0.19999999999999996,0.5,0.0,0.5,0,0,-0.5,1,0.0,,,,
2023-01-17,Tourney_8,ATP,Grass,SF,atp player 10,atp player 12,ATP_Player_10,ATP_Player_12,1.0,1.503,3.641,,1507.099913423036,1478.0572188593515,29.042694563684563,1522.3860390462912,1488.0,34.386039046291216,,0.0,0.75,0.18055555555555558,0.75,0,0,0.0,1,0.0,,,,
2023-01-20,Tourney_8,WTA,Grass,R16,wta player 14,wta player 16,WTA_Player_16,WTA_Player_14,0.0,1.465,3.884,,1487.2930428872216,1532.5691266333095,-45.27608374608781,1487.172385326556,1500.0,-12.827614673444032,,-0.8,-0.5,-0.8,-0.5,-4,0,0.0,0,0.0,,,,
2023-01-23,Tourney_6,ATP,Grass,R32,atp player 4,atp player 6,ATP_Player_4,ATP_Player_6,1.0,1.51,3.603,,1498.167914350729,1458.8245959879953,39.343318362733726,1512.0,1476.0,36.0,,0.19999999999999996,0.6666666666666666,0.25,0.6666666666666666,-1,0,0.5,1,0.0,,,,
2023-01-26,Tourney_8,ATP,Hard,QF,atp player 12,atp player 8,ATP_Player_12,ATP_Player_8,1.0,2.281,1.993,,1467.0579881013307,1533.749477603232,-66.69148950190129,1500.4571201298982,1524.7828566498335,-24.32573651993539,,-0.19999999999999996,-0.5,-0.3333333333333333,-0.5,0,0,0.0,1,0.0,,,,
2023-01-29,Tourney_5,ATP,Hard,R32,atp player 11,atp player 4,ATP_Player_11,ATP_Player_4,1.0,2.566,1.817,,1533.6136260341996,1508.8148229503558,24.798803083843723,1512.8286011727541,1486.8273269247309,26.001274248023265,,-0.20000000000000007,0.3333333333333333,0.09523809523809523,0.3333333333333333,0,0,0.0,1,0.0,,,,
2023-02-01,Tourney_4,ATP,Grass,R16,atp player 14,atp player 8,ATP_Player_8,ATP_Player_14,0.0,2.612,1.795,,1496.4299458269115,1519.4739153242642,-23.04396949735269,1510.789013847451,1513.5982047075618,-2.809190860110675,,-0.2,0.06666666666666665,-0.09999999999999998,0.06666666666666665,0,0,0.0,1,0.0,,,,
2023-02-04,Tourney_7,WTA,Clay,QF,wta player 17,wta player 7,WTA_Player_7,WTA_Player_17,0.0,1.357,4.928,,1477.5448685939166,1556.5718369283438,-79.02696833442724,1476.0142917836072,1523.585699413623,-47.571407630015756,,-0.35,-1.0,-0.55,-1.0,-3,0,0.0,0,0.0,,,,
2023-02-07,Tourney_7,WTA,Clay,SF,wta player 10,wta player 14,WTA_Player_10,WTA_Player_14,1.0,1.742,2.732,,1478.1429318368282,1476.8480310935308,1.2949007432973758,1512.827614673444,1500.0,12.827614673444032,,0.25,0.5,0.25,0.5,2,0,0.0,0,0.0,,,,
2023-02-10,Tourney_5,WTA,Grass,SF,wta player 18,wta player 6,WTA_Player_6,WTA_Player_18,0.0,3.091,1.622,,1478.7015580191496,1450.6096497310623,28.091908288087325,1512.0138157678446,1488.3861918581063,23.627623909738304,,0.04999999999999999,0.6666666666666667,0.02777777777777779,0.6666666666666667,-3,0,0.5,0,0.0,,,,
2023-02-13,Tourney_8,ATP,Clay,R16,atp player 3,atp player 7,ATP_Player_3,ATP_Player_7,1.0,2.437,1.888,,1503.7935978722344,1502.5837444755841,1.20985339665026,1523.558545021091,1487.585699413623,35.972845607468116,,0.19999999999999996,0.75,0.0,0.75,0,0,0.0,1,0.0,,,,
2023-02-16,Tourney_5,ATP,Grass,R16,atp player 12,atp player 19,ATP_Player_12,ATP_Player_19,1.0,1.966,2.319,,1481.3335503802984,1572.9750542717347,-91.64150389143629,1477.183789063829,1500.414300586377,-23.230511522548113,,-0.20000000000000007,-0.5,-0.4,-0.5,0,0,0.0,1,0.0,,,,
2023-02-19,Tourney_5,ATP,Hard,SF,atp player 10,atp player 5,ATP_Player_5,ATP_Player_10,0.0,1.559,3.35,,1518.0991441810568,1485.7496144755223,32.34952970553445,1488.4683869718383,1500.0,-11.5316130281617,,0.2,-0.16666666666666669,0.17142857142857143,-0.16666666666666669,0,0,0.0,1,0.0,,,,
2023-02-22,Tourney_5,ATP,Grass,R32,atp player 12,atp player 8,ATP_Player_12,ATP_Player_8,1.0,1.773,2.659,,1496.4273195840813,1530.6791698669292,-34.251850282847954,1489.9849489654216,1525.5011808069078,-35.51623184148616,,0.0,-0.46666666666666673,-0.29999999999999993,-0.3333333333333333,0,0,0.5,1,0.0,,,,
2023-02-25,Tourney_5,ATP,Hard,SF,atp player 6,atp player 7,ATP_Player_6,ATP_Player_7,1.0,1.465,3.884,,1448.1776873883684,1490.6255311626203,-42.44784377425185,1488.8124708617336,1489.970262739485,-1.1577918777513787,,-0.2,0.0,-0.20634920634920634,0.0,0,0,0.0,1,0.0,,,,
2023-02-28,Tourney_4,ATP,Grass,R32,atp player 12,atp player 20,ATP_Player_20,ATP_Player_12,0.0,2.917,1.675,,1509.6065188609655,1499.2301899560503,10.376328904915226,1503.207381089273,1500.0,3.2073810892729853,,0.4,0.0,0.0,0.0,1,0,0.0,1,0.0,,,,
2023-03-03,Tourney_7,ATP,Hard,R16,atp player 10,atp player 6,ATP_Player_6,ATP_Player_10,0.0,3.528,1.523,,1504.985048649575,1461.6365326229602,43.34851602661479,1476.8665285862685,1500.8524594284888,-23.98593084222034,,-0.2,-0.25,0.2,-0.25,0,0,1.0,1,0.0,,,,
2023-03-06,Tourney_1,WTA,Hard,F,wta player 2,wta player 8,WTA_Player_8,WTA_Player_2,0.0,4.014,1.447,,1491.8855415292176,1492.214722437395,-0.32918090817747725,1500.827614673444,1500.0,0.8276146734440317,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,,,,
2023-03-09,Tourney_7,WTA,Grass,QF,wta player 15,wta player 7,WTA_Player_15,WTA_Player_7,1.0,2.683,1.763,,1490.313972611971,1565.8884600169415,-75.57448740497057,1487.585699413623,1500.414300586377,-12.828601172754134,,-0.19999999999999996,-0.16666666666666669,-0.3714285714285715,-0.16666666666666669,0,0,-1.0,0,0.0,,,,
2023-03-12,Tourney_7,WTA,Grass,F,wta player 10,wta player 16,WTA_Player_16,WTA_Player_10,0.0,3.35,1.559,,1490.0982077566848,1543.0141384270003,-52.91593067031545,1476.0143094285309,1511.557151089793,-35.54284166126217,,-0.4,-1.0,-0.43333333333333335,-1.0,-1,0,0.0,0,0.0,,,,
2023-03-15,Tourney_4,ATP,Hard,F,atp player 15,atp player 7,ATP_Player_15,ATP_Player_7,1.0,5.106,1.344,,1489.7582018319988,1477.1666859280285,12.591515903970276,1488.0127625957427,1477.9302741727297,10.082488423013046,,0.0,0.08333333333333331,0.05357142857142855,0.08333333333333331,0,0,0.5,1,0.0,,,,
2023-03-18,Tourney_6,WTA,Clay,R16,wta player 18,wta player 6,WTA_Player_6,WTA_Player_18,0.0,1.566,3.316,,1465.7334067349618,1463.57780101525,2.1556057197117298,1476.414300586377,1490.4200466718798,-14.005746085502778,,-0.2,-0.3333333333333333,-0.09999999999999998,-0.3333333333333333,-2,0,0.0,0,0.0,,,,
2023-03-21,Tourney_4,WTA,Clay,F,wta player 19,wta player 3,WTA_Player_19,WTA_Player_3,1.0,2.612,1.795,,1488.414300586377,1503.6049253540675,-15.190624767690451,1500.0,1500.0,0.0,,-0.5,0.0,-0.5,0.0,-3,0,0.0,0,0.0,,,,
2023-03-24,Tourney_2,WTA,Hard,R32,wta player 14,wta player 17,WTA_Player_17,WTA_Player_14,0.0,1.566,3.316,,1464.8927551736742,1468.228245505319,-3.335490331644678,1500.0,1500.0,0.0,,-0.2,0.0,-0.2,0.0,-2,0,0.0,0,0.0,,,,
2023-03-27,Tourney_3,ATP,Grass,R32,atp player 14,atp player 3,ATP_Player_3,ATP_Player_14,0.0,2.917,1.675,,1485.2246912842465,1515.7518111851982,-30.527119900951675,1498.886037748105,1487.585699413623,11.300338334482149,,-0.8,0.5,-0.12698412698412698,0.5,0,0,0.0,1,0.0,,,,
2023-03-30,Tourney_1,ATP,Hard,F,atp player 1,atp player 19,ATP_Player_1,ATP_Player_19,1.0,1.852,2.5,,1525.568786040475,1557.881285067952,-32.31249902747686,1511.9842638038672,1544.38093646008,-32.396672656212786,,-0.20000000000000007,0.0,-0.07499999999999996,0.0,0,0,1.0,1,0.0,,,,
2023-04-02,Tourney_3,ATP,Grass,R32,atp player 15,atp player 17,ATP_Player_17,ATP_Player_15,0.0,2.659,1.773,,1501.3234965815845,1479.5483389264405,21.775157655144085,1500.0,1478.4079809835905,21.592019016409495,,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.16666666666666669,0,0,0.0,1,0.0,,,,
2023-04-05,Tourney_5,WTA,Hard,F,wta player 14,wta player 6,WTA_Player_14,WTA_Player_6,1.0,4.596,1.384,,1453.0079553892467,1475.6522520439019,-22.644296654655136,1488.0,1466.3704540892907,21.62954591070934,,-0.6,0.0,-0.3,0.0,-3,0,0.0,0,0.0,,,,
2023-04-08,Tourney_8,ATP,Grass,R16,atp player 14,atp player 9,ATP_Player_9,ATP_Player_14,0.0,4.596,1.384,,1474.2763557252288,1511.7478142865843,-37.471458561355576,1486.4958754604402,1501.6395961674568,-15.143720707016655,,-0.6,-0.09999999999999998,-0.17142857142857137,-0.09999999999999998,0,0,-0.5,1,0.0,,,,
2023-04-11,Tourney_4,ATP,Clay,F,atp player 15,atp player 9,ATP_Player_9,ATP_Player_15,0.0,2.589,1.806,,1488.5723924743284,1522.458590814596,-33.88619834026758,1501.9879244007266,1488.3719438243181,13.615980576408447,,-0.19999999999999996,0.5,-0.18055555555555558,0.5,0,0,0.0,1,0.0,,,,
2023-04-14,Tourney_6,WTA,Grass,R32,wta player 17,wta player 2,WTA_Player_17,WTA_Player_2,1.0,1.763,2.683,,1480.1130452897464,1479.8969110315966,0.2161342581498502,1501.5839189710234,1500.3999911578462,1.1839278131772062,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,,,,
2023-04-17,Tourney_6,ATP,Clay,R32,atp player 17,atp player 3,ATP_Player_3,ATP_Player_17,0.0,1.763,2.683,,1492.2994430336967,1526.700146744216,-34.40070371051934,1487.9999346771951,1534.3205077748453,-46.32057309765014,,-0.6,-0.8,-0.22499999999999998,-0.8,0,0,0.0,1,0.0,,,,
2023-04-20,Tourney_7,ATP,Grass,F,atp player 10,atp player 4,ATP_Player_4,ATP_Player_10,0.0,1.752,2.707,,1491.4955647803315,1497.669891670977,-6.174326890645489,1533.2022499824623,1522.761034864537,10.441215117925367,,-0.39999999999999997,0.050000000000000044,-0.09999999999999998,0.050000000000000044,0,0,0.0,1,0.0,,,,
2023-04-23,Tourney_5,ATP,Clay,QF,atp player 5,atp player 9,ATP_Player_9,ATP_Player_5,0.0,4.014,1.447,,1498.863710007004,1533.2919000460035,-34.428190038999446,1499.9858739914516,1500.8419825209205,-0.8561085294688837,,-0.6000000000000001,0.0,-0.16666666666666663,0.0,0,0,0.0,1,0.0,,,,
2023-04-26,Tourney_4,ATP,Hard,QF,atp player 4,atp player 8,ATP_Player_4,ATP_Player_8,1.0,1.648,3.002,,1509.4566604217391,1517.499970590045,-8.04331016830588,1475.7237063021323,1511.9440456767852,-36.220339374652895,,0.0,-0.41666666666666663,-0.0444444444444444,-0.41666666666666663,0,0,0.0,1,0.0,,,,
2023-04-29,Tourney_7,ATP,Hard,QF,atp player 13,atp player 6,ATP_Player_6,ATP_Player_13,0.0,1.952,2.337,,1472.8928182620466,1475.1260164922037,-2.233198230157086,1480.3937363064492,1512.0253283765228,-31.631592070073566,,-0.19999999999999996,-0.35,-0.11428571428571432,-0.35,0,0,0.0,1,0.0,,,,
2023-05-02,Tourney_6,WTA,Clay,F,wta player 11,wta player 12,WTA_Player_12,WTA_Player_11,0.0,3.316,1.566,,1523.1523624244373,1523.1851998497225,-0.03283742528515177,1509.979960954071,1511.5714076300158,-1.5914466759447805,,-0.4,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,5,0,0.0,0,0.0,,,,
2023-05-05,Tourney_6,WTA,Hard,R16,wta player 17,wta player 6,WTA_Player_6,WTA_Player_17,0.0,2.457,1.876,,1492.1055802778958,1462.8712512898549,29.234328988040943,1512.0,1455.11654851734,56.88345148265989,,-0.19999999999999996,1.0,0.12857142857142856,1.0,0,0,0.0,0,0.0,,,,
2023-05-08,Tourney_7,WTA,Clay,R32,wta player 3,wta player 9,WTA_Player_3,WTA_Player_9,1.0,1.409,4.341,,1491.0805938277438,1498.7275517561895,-7.646957928445772,1488.0,1511.5999923740492,-23.59999237404918,,-0.09999999999999998,-1.0,-0.09999999999999998,-1.0,3,0,0.0,0,0.0,,,,
2023-05-11,Tourney_8,WTA,Hard,SF,wta player 1,wta player 14,WTA_Player_14,WTA_Player_1,0.0,2.396,1.913,,1510.5623709676634,1465.7889561432937,44.77341482436964,1511.2009700706376,1499.2539055719506,11.947064498687041,,0.4666666666666666,0.16666666666666663,0.4666666666666666,0.16666666666666663,-2,0,0.0,0,0.0,,,,
2023-05-14,Tourney_1,WTA,Grass,SF,wta player 1,wta player 5,WTA_Player_1,WTA_Player_5,1.0,1.864,2.478,,1497.0244559915288,1515.3846586202856,-18.360202628756724,1500.0,1511.6000415813487,-11.600041581348705,,-0.09999999999999998,-0.09999999999999998,-0.05555555555555558,-0.09999999999999998,-3,0,0.0,0,0.0,,,,
2023-05-17,Tourney_5,WTA,Hard,SF,wta player 8,wta player 9,WTA_Player_8,WTA_Player_9,1.0,2.589,1.806,,1504.203352935016,1486.46347782638,17.739875108635943,1512.0285847440816,1487.9714152559184,24.057169488163254,,0.26666666666666666,1.0,0.16666666666666669,1.0,3,0,0.0,0,0.0,,,,
2023-05-20,Tourney_3,WTA,Clay,R32,wta player 4,wta player 7,WTA_Player_4,WTA_Player_7,1.0,2.263,2.007,,1532.8781565049915,1551.3186134607354,-18.44045695574391,1488.0,1533.9528325304261,-45.95283253042612,,0.19999999999999996,-1.0,-0.033333333333333326,-1.0,0,0,-1.0,0,0.0,,,,
2023-05-23,Tourney_1,ATP,Hard,R16,atp player 1,atp player 10,ATP_Player_1,ATP_Player_10,1.0,2.144,2.112,,1538.6816135894044,1479.7087960295694,58.97281755983499,1525.099973540041,1465.6936596382345,59.40631390180647,,0.6000000000000001,0.8,0.36666666666666664,0.8,0,0,0.0,1,0.0,,,,
2023-05-26,Tourney_3,ATP,Clay,R16,atp player 15,atp player 17,ATP_Player_17,ATP_Player_15,0.0,2.5,1.852,,1477.7390832429207,1481.4837336659227,-3.7446504230019855,1489.5178857041242,1477.5903785857897,11.92750711833446,,0.0,0.4,0.0,0.4,0,0,-0.5,1,0.0,,,,
2023-05-29,Tourney_3,WTA,Grass,F,wta player 1,wta player 7,WTA_Player_1,WTA_Player_7,1.0,1.566,3.316,,1509.6580052877787,1538.6823000383283,-29.024294750549643,1512.4005024357718,1487.9714176500984,24.429084785673467,,0.19999999999999996,0.6666666666666667,0.0,0.6666666666666667,-2,0,0.0,0,0.0,,,,
2023-06-01,Tourney_5,WTA,Hard,R16,wta player 10,wta player 9,WTA_Player_10,WTA_Player_9,1.0,2.5,1.852,,1479.9118573925211,1475.0756594985262,4.8361978939949495,1488.0,1476.8009950790592,11.199004920940752,,0.15000000000000002,0.0,0.08333333333333331,0.0,2,0,0.0,0,0.0,,,,
2023-06-04,Tourney_3,ATP,Hard,R32,atp player 10,atp player 18,ATP_Player_18,ATP_Player_10,0.0,4.39,1.404,,1469.7263067426572,1464.7751883224416,4.951118420215607,1455.725716510107,1475.9856905714691,-20.259974061362072,,0.2,0.0,0.3,0.16666666666666666,4,0,0.0,1,0.0,,,,
